material_number,customer_description,manufacturer,confidence,cand1_code,cand1_score,cand1_desc,cand2_code,cand2_score,cand2_desc,cand3_code,cand3_score,cand3_desc,cand4_code,cand4_score,cand4_desc,cand5_code,cand5_score,cand5_desc
10107724,"LIFTING RING,SGL,OBLONG,15T,M42X250MM",RUD,medium,WSNB-1200-406-WR-SB-C,77.5,Snatch Blocks,WSS-0150-SA-B-858,75.6,,WMAL-15T-C-A1346,75.1,Lifting Chain & Fittings,WBBS-220-G-SKLI,67.5,Roller-Bearing Swivel SKL,WEN-560-M-550P-S,67.4,Eyenuts - Metric - Grade 4
10109461,"SLING,CHAIN,2 LEGGED,10MM,5.5T,9M",The Rigging Shed,medium,WCUP-RS-130-G-SKR,74.5,Round Sling Connector SKR,WSLH-CP-130-G-SKN,74.5,Sling Hook SKN - Grade 80,WMAL-9T-C-A1346,72.6,Lifting Chain & Fittings,WMAL-10/08-G-MFX,72.3,Master Links - Type MFX,WG60-HSWI-100,66.2,
10111965,"HOIST,LIFT,LEVER,3.2T,3M,C/W O/L LIMITER",KITO ARMATUREN,medium,WMAL-100-G-SKO,69.5,Master Link SKO - Open,WMAL-100-G-SKG,66.0,Master Link SKG - Closed,WBBS-100-G-SKLI,62.7,Roller-Bearing Swivel SKL,WSS-0032-SC-D,61.9,Screw Dee Shackles - Alloy Grade S - Galvanised,WEB-240-M-Z103424,61.4,Rotating Eye Lifting Points - LPE
10111966,"SLING,SPA,KITA-SPA013,HOSE RECOVERY,ASSY",Sparrows Services Australia Pty Ltd,medium,WRCS-030-100-R/FAST,69.6,Recovery & Towing,WRCS-030-100-R/FASTOO,69.6,Recovery & Towing,WRCS-050-060-R/FAST,69.6,Recovery & Towing,WRCS-050-100-R/FAST,69.6,Recovery & Towing,WRCS-050-100-R/FASTOO,69.6,Recovery & Towing
10111967,"SLING,ROUND,5T,3M,STINGER ASSY",The Rigging Shed / Sparrows Services Australia Pty Ltd,high,WRS-050-010-E,82.3,Round Slings,WRS-050-015-E,82.3,Round Slings,WRS-050-020-E,82.3,Round Slings,WRS-050-030-E,82.3,Round Slings,WRS-050-040-E,82.3,Round Slings
10115552,"SHACKLE,BOW,50MM X 35T,SAFETY BOLT",Sparrows Services Australia Pty Ltd / VAN BEEST / SAFESPEAR PTY LTD,medium,WSS-0350-SA-B-GP,66.2,Screw Dee Shackles - Grade M,WSS-0350-SA-B,66.1,Safety Bow Shackles - Alloy Grade S - Galvanised,WSS-0350-SC-B,61.0,Screw Bow Shackles - Alloy Grade S - Galvanised,WSS-0350-SC-D,55.4,Screw Dee Shackles - Alloy Grade S - Galvanised,WSFS-040-030,54.6,Superflex Strops
10115802,"SLING,WIRE ROPE,3MM,2M,7X19,SS316",Sparrows Services Australia Pty Ltd,medium,W0030LJ4K,67.6,7X19 Construction,W0032LJ4K,62.5,7X19 Construction,WS032-44,62.5,7X19 Construction,WS032-46,62.5,7X19 Construction,WS024-44,60.0,7X19 Construction
10115804,"SHACKLE,SPARROWS,SSSKL06,6MM,SS",Sparrows Services Australia Pty Ltd,low,WL-060-C-250M,48.8,Sisal Rope,WG60-HSWI-05/06,48.7,,WCSP-060G,44.4,Split Links,WCSP-080G,44.4,Split Links,WG60-WOX-060,44.1,Chain - INOX Stainless Steel - Grade 60
10115877,"SLING,STINGER,WIRE ROPE,FPSO,20T,36MM,6M",Sparrows Services Australia Pty Ltd,high,WSFS-055-0785-TD,83.9,Dean-O Slings,W0360NA3A,69.8,"Wire Rope, Strand & Fittings",WRS-200-010-E-BVPTX,67.1,High Performance Multi Round Sling,WRS-200-020-E-BVPTX,67.1,High Performance Multi Round Sling,WRS-200-025-E-BVPTX,67.1,High Performance Multi Round Sling
10117418,"CHAIN,HOIST,RIGMATE,22497,2T,6M,GRN",A NOBLE & SONS,medium,WSLH-CP-078-G-SKN,64.0,Sling Hook SKN - Grade 80,WMAL-078-G-SKO,63.4,Master Link SKO - Open,WCIC-060R,63.3,Chain - ICE 120,WISH-060-ISH6,63.1,Clevis Sling Hook - ISH Star - ICE 120,WMAL-078-G-SKG,62.7,Master Link SKG - Closed
10117419,"CHAIN,HOIST,RIGMATE,22545,10T,6M,ORG",A NOBLE & SONS,medium,WSLH-AE-160-BVE-G100,65.9,Eye Type Sling Hook,WLLH-AE-160-BVE-G100,64.8,Eye Type Self Locking Hook,WGRH-C-160-BVE-G100,64.5,Clevis Type Grab Hook - Grade 100,WCS-16-1-020-BVE,64.2,Grade 100 Assembled Slings,WCS-16-1-030-BVE,64.2,Grade 100 Assembled Slings
10117420,"CHAIN,HOIST,RIGMATE,22664,2T,3M,GRN",A NOBLE & SONS,medium,WISH-060-ISH6,63.1,Clevis Sling Hook - ISH Star - ICE 120,WMAL-078-G-SKG,62.7,Master Link SKG - Closed,WSLH-CP-078-G-SKN,62.0,Sling Hook SKN - Grade 80,WMAL-078-G-SKO,61.3,Master Link SKO - Open,WMAL-060-R-IAKRG1,60.7,Safety Heat Indicator
10117669,"STRAP,RATCHET,TIE DOWN,50MM,9M",SPANSET,medium,WCA-025-0250-030-SH,67.7,Ratchet Tie-Downs,WRA-025-0250-040-JH,67.7,Ratchet Tie-Downs,WRA-025-0250-040-SH,67.7,Ratchet Tie-Downs,WRA-025-0400-040-SH,67.7,Ratchet Tie-Downs,WRA-025-0400-050-EL,67.7,Ratchet Tie-Downs
10120000,"HOOK,SPANSET,K4,TRIP,D,ALY STL,KARABINER",SPANSET,medium,WKAR-S-TL10-K4CRABSET,74.9,Karabiners,WFBHP-S-SG238,67.1,Relief Straps,WPS-250-A-S-2700,66.8,Pole Strap,WFA-018-WR-S-2002380,61.8,Saverline/IKAR Type 3 SRL Galvanised Steel Cable,WFA-043-WR-S-2002383,61.8,Saverline/IKAR Type 3 SRL Galvanised Steel Cable
10120163,"SLING,FLAT WEBB,POLY,5T,4M,RED,2PLY",BULLIVANTS,medium,S1523034,61.2,Spreader Beams,S1523035,61.2,Spreader Beams,WEB-330-M-350P-S-WLL,60.7,Eyebolts - Metric - Grade 4,WRS-050-010-E,60.6,Round Slings,WRS-050-015-E,60.6,Round Slings
10121818,"ROPE,WIRE,BULLIVANTS,W0020LA4K,2MM,1000M",BULLIVANTS,medium,W0090QY4B,76.7,Verotop E,W0100QR4B,76.7,Verotop,W0110QREB,76.7,Verotop,W0120QREB,76.7,Verotop,W0130QREB,76.7,Verotop
10126646,"SLING,HAWSER,15TX8MX32MM,DYNEEMA,1 LEG",Sparrows Services Australia Pty Ltd / HAMPIDJAN AUSTRALIA,low,WU1-012-RB,52.6,AmSteel ® -Blue,WU1-018-RB,52.6,AmSteel ® -Blue,WU9-018-RO,52.6,Saturn-12 TM,WWS-100-030-2-300,52.2,Synthetic Slings,WWS-100-060-2-300,52.2,Synthetic Slings
10127716,"EYEBOLT,M20X20,2.75T WLL,39MM,SS316",Sparrows Services Australia Pty Ltd,low,WG60-VWI-067,55.0,Multi Link - INOX Stainless Steel - Grade 60,WRB-0260-M20-LB-DLP,54.4,Learn More,WG60-AWI-160,53.7,Master Link - INOX Stainless Steel - Grade 60,WRB-0250-M20-CP-RLP,53.0,Learn More,WRB-0260-M20-ST-DLP,49.6,De-centered Lifting Points - DLP - Metric Thread
10127725,"SHACKLE,SOFT,FRANOS,S34TLINKIT,34T",FRANKLIN OFFSHORE PTY LTD / SAMSON ROPE,medium,WU1S-0340-034-ASLPLFT,65.1,LINK-IT Max TM,WU1S-0090-006-ASLP,60.0,Link-It+ Soft Shackle,WU1S-0132-008-ASLP,60.0,Link-It+ Soft Shackle,WU1S-0200-010-ASLP,60.0,Link-It+ Soft Shackle,WU1S-0231-011-ASLP,60.0,Link-It+ Soft Shackle
10130313,"CHAIN BLOCK,KITO,64659,10T,3M DROP",KITO ARMATUREN,medium,WSNB-10T-250-S-BS-BV,62.9,Snatch Block with Shackle Head,WGRH-C-160-G-GGLP,62.4,Grab Hook with Locking Pin,WLLH-AE-160-BVE-G100,61.5,Eye Type Self Locking Hook,WCUP-160-BVE-G100,61.2,Chain Connecting Link - Grade 100,WCS-16-1-020-BVE,60.7,Grade 100 Assembled Slings
10130314,"CHAIN BLOCK,KITO,64302,10T,6M DROP",KITO ARMATUREN,medium,WSNB-10T-250-S-BS-BV,64.9,Snatch Block with Shackle Head,WGRH-C-160-G-GGLP,64.5,Grab Hook with Locking Pin,WCUP-160-BVE-G100,63.5,Chain Connecting Link - Grade 100,WCS-16-1-020-BVE,62.9,Grade 100 Assembled Slings,WCS-16-1-030-BVE,62.9,Grade 100 Assembled Slings
10134193,"LIFTING RING,VLBG-PLUS,M8X105MM,0.63T",RUD,high,WRSL-006-M12-WBGV-21,85.4,VWBG-V Swivel Lifting Ring,WRSL-004-M10-WBGV-45,84.8,VWBG-V Swivel Lifting Ring,WRL-0080-NS-R-ABA,82.9,W-ABA Weld-on Load Ring,WTB-T-100-EE-G-GDEP,77.7,,WTB-T-100-JE-G-GDEP,77.7,
10134194,"LIFTING RING,VLBG-PLUS,M10X125MM,0.9T",RUD,high,WRL-0080-NS-R-ABA,82.9,W-ABA Weld-on Load Ring,WRL-0100-NS-R-GABA,82.9,G-ABA Weld-on Load Ring for Galvanising,WRB-0090-M10-CP-VLBGP,75.4,VRBS Weld-on Eye Plate,WCIC-040R,74.8,Chain - ICE 120,WTB-T-100-EE-G-GDES,74.7,
10134195,"LIFTING RING,VLBG-PLUS,M16X185MM,2T",RUD,high,WRSL-020-M20-WBGV-33,80.2,VWBG-V Swivel Lifting Ring,WCIC-060R,76.0,Chain - ICE 120,WTB-T-160-EE-G-GDES,73.4,,WTB-T-160-JE-G-GDES,73.4,,WTB-T-160-JJ-G-GDES,73.4,
10134196,"LIFTING RING,VLBG-PLUS,M20X230MM,3.5T",RUD,high,WRSL-035-M24-WBGV-40,85.4,VWBG-V Swivel Lifting Ring,WRB-0350-M20-CP-VLBGP,75.4,VRBS Weld-on Eye Plate,WRSL-050-M30-WBGV-50,67.4,VWBG-V Swivel Lifting Ring,WRSL-020-M20-WBGV-33,65.3,VWBG-V Swivel Lifting Ring,WRL-0320-NS-R-ABA,64.9,W-ABA Weld-on Load Ring
10134197,"LIFTING RING,VLBG-PLUS,M24X265MM,4.5T",RUD,medium,WRB-0450-M24-CP-VLBGP,75.4,VRBS Weld-on Eye Plate,WTB-T-254-JJ-G-12INT,70.9,Turnbuckles,WRB-0350-M24-CP-RLP,69.2,Learn More,WRSL-035-M24-WBGV-40,67.4,VWBG-V Swivel Lifting Ring,WLFL-24,67.4,Eyenuts - Lifting Loops
10134215,"EYEBOLT,STARPOINT VRS-F,3/4IN,40MM,2.3T",RUD,medium,S15040114,63.8,Combination Beams,WTB-T-190-JJ-G-12INT,62.0,Turnbuckles,WEB-200-M-Z103420,61.8,Rotating Eye Lifting Points - LPE,S15040113,60.1,Combination Beams,S1523034,59.3,Spreader Beams
10134219,"LIFTING RING,VLBG-Z,1/2IN,UNC,1T",RUD,high,WRL-0100-NS-R-GABA,88.9,G-ABA Weld-on Load Ring for Galvanising,WCIC-040R,83.6,Chain - ICE 120,WRL-0080-NS-R-ABA,82.5,W-ABA Weld-on Load Ring,WCON-A-04-12-R,79.8,4mm MINI Range - ICE 120,WSLH-C-040-R-IMH,79.8,4mm MINI Range - ICE 120
10134220,"LIFTING RING,VLBG-Z,5/8IN,UNC,1.5T",RUD,high,WRL-0150-NS-R-VLBS,92.0,VLBS Weld-on Load Ring,WRSL-013-M16-WBGV-30,87.3,VWBG-V Swivel Lifting Ring,WRL-0160-NS-R-ABA,86.3,W-ABA Weld-on Load Ring,WMAL-040-R-IML,80.9,4mm MINI Range - ICE 120,WTB-T-158-JJ-G-12INT,79.2,Turnbuckles
10134221,"LIFTING RING,VLBG-Z,3/4IN,UNC,2.5T",RUD,high,WMAL-060-R-IAKRG4,88.0,,WRL-0250-NS-R-GABA,86.3,G-ABA Weld-on Load Ring for Galvanising,WRL-0250-NS-R-VLBS,86.3,VLBS Weld-on Load Ring,WMAL-060-R-IAKRG2,80.2,Safety Heat Indicator,WTB-T-190-JJ-G-12INT,78.5,Turnbuckles
10134222,"LIFTING RING,VLBG-Z,7/8IN,UNC,2.5T",RUD,high,WRL-0250-NS-R-VLBS,89.5,VLBS Weld-on Load Ring,WMAL-060-R-IAKRG4,88.0,,WRL-0250-NS-R-GABA,86.3,G-ABA Weld-on Load Ring for Galvanising,WMAL-060-R-IAKRG2,80.2,Safety Heat Indicator,WTB-T-200-EE-G-GDEP,77.4,
10134223,"LIFTING RING,VLBG-Z,1IN,UNC,4T",RUD,high,WRL-0400-NS-R-GABA,85.1,G-ABA Weld-on Load Ring for Galvanising,WRL-0400-NS-R-VLBS,85.1,VLBS Weld-on Load Ring,WTB-T-240-EE-G-GDEP,74.7,,WTB-T-240-JE-G-GDEP,74.7,,WTB-T-240-JJ-G-GDEP,74.7,
10134775,"SLING,SYN,RD,12T X 10M,POLY",SPANSET,medium,WRS-120-040-E,70.2,,WRS-120-060-E,70.2,,WRS-120-080-E,70.2,,WRSC-390-JJ-P-G-A,60.9,Lifting & Rigging Components,WRSC-450-JJ-S-G-A,60.9,Lifting & Rigging Components
10135492,"BRIDLE,LIFT,FERNO,BRB-VRS,6 PT",FERNO AUSTRALIA,low,WFWS-T1A-064-0600,54.3,Cradle Lift,WFWS-T1A-076-0400,54.3,Cradle Lift,WFWS-T1B-064-0400,54.3,Cradle Lift,WFWS-T1B-076-0400,54.3,Cradle Lift,WFWS-T1C-064-0200,54.3,Cradle Lift
10135875,"SLING,SYN,RD,12T X 5M",Sparrows Services Australia Pty Ltd,medium,WRS-120-040-E,78.0,,WRS-120-060-E,78.0,,WRS-120-080-E,78.0,,WSS-0125-SA-B-858,64.2,,WRS-050-010-E,63.8,Round Slings
10135889,"LIFTING RING,VLBG-PLUS,M12X47MM,1.35T",RUD,high,WRSL-013-M16-WBGV-30,85.4,VWBG-V Swivel Lifting Ring,WRL-0150-NS-R-VLBS,82.9,VLBS Weld-on Load Ring,WRB-0135-M12-CP-VLBGP,76.9,VRBS Weld-on Eye Plate,WMAL-040-R-IML,76.9,4mm MINI Range - ICE 120,WTB-T-120-EE-G-GDES,74.7,
10136124,"LIFTER,VAC,DBL PAD,130MM DIA,60KG,BLK",HOGANS WHOLESALE,low,WLDB-100-L-GH-AS,46.8,Load Binders - Lever - Grade 70,WLDB-130-L-GH-AS,46.8,Load Binders - Lever - Grade 70,WFWS-T1A-100-0400,46.2,Cradle Lift,WFWS-T1B-100-0400,46.2,Cradle Lift,WFWS-T1C-100-0300,46.2,Cradle Lift
10138949,"SLING,SYN,RD,SOFT,4T X 3M",SPANSET,high,WRS-040-010-E,80.7,Round Slings,WRS-040-015-E,80.7,Round Slings,WRS-040-020-E,80.7,Round Slings,WRS-040-030-E,80.7,Round Slings,WRS-040-040-E,80.7,Round Slings
10138950,"SLING,SYN,RD,SOFT,5T X 1.5M",SPANSET,medium,WRS-050-010-E,78.4,Round Slings,WRS-050-015-E,78.4,Round Slings,WRS-050-020-E,78.4,Round Slings,WRS-050-030-E,78.4,Round Slings,WRS-050-040-E,78.4,Round Slings
10138952,"SLING,SYN,RD,SOFT,8T X 6M",SPANSET,medium,WRS-080-010-E,75.8,,WRS-080-020-E,75.8,,WRS-080-025-E,75.8,,WRS-080-030-E,75.8,,WRS-080-040-E,75.8,
10139007,"CHAIN BLOCK,PACHOIST,PCB301,0.25T,3M",The Rigging Shed / PACIFIC HOISTS,low,WCGL-060G,58.0,Grade L Chain,WRSC-100-JJ-L-G-T,55.0,Rigging Screws,WEB-095-B-S-WLL,54.6,Eyebolts - Imperial - Grade 4,WCB-0025-025-CX,54.1,Chain Blocks - Kito CX,WCB-0050-025-CX,54.1,Chain Blocks - Kito CX
10139015,"CLAMP,SUPER,RILEY,USC3A,3T",RILEY LIFTING CLAMP / The Rigging Shed,low,WPT-0300-088-154-TG,52.9,Push Trolley - TP,WPT-0300-088-154-TGCR,52.9,Push Trolley - TP,WPT-0300-088-230-TG,52.9,Push Trolley - TP,S1539050,52.8,Lifting Attachment,WWS-030-040-2-090,52.5,Synthetic Slings
10139045,"SLING,SYN,FLAT,WEBBING,2T X 3M",SPANSET,high,WWS-020-010-2-075,87.3,Flat Webbing Slings,WWS-020-015-2-075,87.3,Flat Webbing Slings,WWS-020-020-2-075,87.3,Flat Webbing Slings,WWS-020-025-2-075,87.3,Flat Webbing Slings,WWS-020-030-2-075,87.3,Flat Webbing Slings
10139673,"TROLLEY,SCISSOR,SITECRAFT,9323186,150KG",SITECRAFT,low,WSFS-080-060,47.9,"Wire Rope, Strand & Fittings",WSSFX-080-020,47.9,"Wire Rope, Strand & Fittings",WJS-160-CW-125M,47.8,Part Number 03,WJS-160-CW-250M,47.8,Part Number 03,WJS-180-CW-125M,47.8,Part Number 03
10145545,"HOIST,LIFT,JDN,PROFI-1TI,50M",JD NEUHAUS,low,WFWS-T2R-050-0200,50.0,Choker Lift,WFWS-T2R-100-0300,49.3,Choker Lift,WFWS-T2S-100-0400,49.3,Choker Lift,WFWS-T2S-200-0900,49.3,Choker Lift,WHS-A-0025-030-P-JDN,48.6,Air Operated Chain Hoists - Flameproof - JDN Profi
10148216,"HOIST,LIFT,AIR,2T,10M,1KW,G1/2",JD NEUHAUS,medium,WCIC-060R,66.6,Chain - ICE 120,S1539030,65.4,Forklift Boom,S15370164,65.1,Lifting Cages,S1523034,63.8,Spreader Beams,S1539040,61.8,Lifting Attachment
10148589,"SWIVEL,LINE PULLING,SLIN,ZSW2091,STL",SLINGCO,low,WSEBS-120-HSW16EP12,48.4,Swivel Snap Hook - Stainless Steel,WSEBS-190-HSW16EP19,48.4,Swivel Snap Hook - Stainless Steel,WSEBS-250-HSW16EP25,48.4,Swivel Snap Hook - Stainless Steel,WSSFX-025-010,44.4,Superflex Slings,WANPP-K-TEMPL003,44.4,V-Line Vertical Lifeline Kits
10148596,"GRIP,CABLE,SGL EYE,14-20MM,535MM,HT STL",WIRE AID PTY LTD,low,WG60-WOX-200,52.4,Chain - INOX Stainless Steel - Grade 60,W0200IT3A,50.2,Hyflex 6X36 Steel Core,W0200IY3A,50.2,Hyflex 6X36 Steel Core,WE-200-CW-250M,49.7,Polyethylene Silver Rope,WCPS-040-055-C1-NC,49.4,Single Eye
10152330,"SWIVEL,LINE,DCD,00505-020,22.2KN,32MM",DCD DESIGN & MANUFACTURING,low,WFEA-320-D-S,45.8,Aluminium - DIN Grade 3093,WSFS-080-060,45.7,"Wire Rope, Strand & Fittings",WSSFX-080-020,45.7,"Wire Rope, Strand & Fittings",WBBS-220-G-SKLI,43.6,Roller-Bearing Swivel SKL,WG60-WOX-050,43.0,Chain - INOX Stainless Steel - Grade 60
10152332,"SWIVEL,LINE,DCD,00505-027,40KN,38MM",DCD DESIGN & MANUFACTURING,low,WG60-WOX-050,46.8,Chain - INOX Stainless Steel - Grade 60,WG60-WOX-200,46.8,Chain - INOX Stainless Steel - Grade 60,WFEA-380-D-S,46.6,Aluminium - DIN Grade 3093,WBBS-100-G-SKLIASSY,45.4,Swivel Assembly - Grade 80,WBBS-078-G-SKLIASSY,44.9,Swivel Assembly - Grade 80
10157157,"LINK,CHAIN,GUN,M-1613-10,MASTER,5T",SAFESPEAR PTY LTD / GUNNEBO,high,WMAL-100-G-SKG,84.1,Master Link SKG - Closed,WMAL-100-G-SKO,84.1,Master Link SKO - Open,WMAL-078-G-SKG,76.7,Master Link SKG - Closed,WMAL-130-G-SKG,76.7,Master Link SKG - Closed,WMAL-160-G-SKG,76.7,Master Link SKG - Closed
10157225,"EYEBOLT,VRS-F-M30,4500KG,STARKEY",SAFESPEAR PTY LTD / RUD,low,WEN-0450-M30-VRM,45.7,VRM Starpoint Eye Nut - Metric Coarse Thread,WEN-0010-M6-VRM,43.9,VRM Starpoint Eye Nut - Metric Coarse Thread,WEN-0030-M8-VRM,43.9,VRM Starpoint Eye Nut - Metric Coarse Thread,WRSL-050-M30-WBGV-50,43.7,VWBG-V Swivel Lifting Ring,WEN-0040-M10-VRM,43.6,VRM Starpoint Eye Nut - Metric Coarse Thread
10159088,"DAVIT,LIFT,DBI,8000132,140KG,SHORT REACH",DBI SALA / 3M INDUSTRY,low,WSHH-I-100-G-MIGCC,50.6,Midgrab Chain Shortener,WSHH-I-130-G-MIGCC,50.6,Midgrab Chain Shortener,S1537121B,50.0,Transport Cages,WCOH-G-LH-Z101221,49.4,Midgrab Chain Shortener,WCOH-G-RH-Z101219,49.4,Midgrab Chain Shortener
10159152,"MONORAIL,SCAFFOLD HANGER,3M,500KG,YLW",SAFESPEAR PTY LTD,low,WG60-WOX-130,47.5,Chain - INOX Stainless Steel - Grade 60,WG60-WOX-050,45.6,Chain - INOX Stainless Steel - Grade 60,WG60-WOX-070,45.6,Chain - INOX Stainless Steel - Grade 60,WG60-WOX-100,45.6,Chain - INOX Stainless Steel - Grade 60,WG60-WOX-160,45.6,Chain - INOX Stainless Steel - Grade 60
10159154,"TROLLEY,PIPE,500KG,60MM,YLW",SAFESPEAR PTY LTD,low,WPT-1000-125-320-TGTP,47.6,Push Trolley - TP,WPT-1500-150-320-TGTP,47.6,Push Trolley - TP,WPT-0050-062-128-TG,46.9,Push Trolley - TP,WPT-0050-062-128-TGCR,46.9,Push Trolley - TP,WPT-0100-062-128-TG,46.9,Push Trolley - TP
10162453,"CAGE,LIFTING,1370X1305MM,STL,HDG,1.2T",CERTEX LIFTING PTY LTD,medium,S1505010,70.6,Lifting Frames,WTB-T-127-JJ-G-12INT,69.2,Turnbuckles,WMAL-040-R-IML,69.1,4mm MINI Range - ICE 120,S1504037,69.1,Steel Conveyor Lifting Beams,S1504038,69.1,Steel Conveyor Lifting Beams
10166683,"LIFTING RING,ACP-TURNADO,1IN,UNC,6.3T",RUD,medium,WRSC-270-M-JJ-P-G,74.7,Lifting & Rigging Components,WEN-0230-M20-VRM,72.1,VRM Starpoint Eye Nut - Metric Coarse Thread,WMAL-060-R-IAKRG4,70.3,,WRSL-120-M30-ST-BLP,67.5,Ball Bearing Lifting Points - BLP - Metric Thread,WMAL-130-R-IAKRG4,67.5,
